time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition.text,condition.icon,condition.code,name,region,country,lat,lon,tz_id,localtime_epoch,localtime
1701468000,2023-12-01 19:00,22.4,72.3,1,8.9,14.4,200,SSW,1001.0,29.57,0.0,0.0,92,36,24.8,76.6,22.4,72.3,24.8,76.6,21.1,70.0,0,0,0,0,10.0,6.0,14.1,22.7,6.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701471600,2023-12-01 20:00,22.2,72.0,0,1.6,2.5,14,NNE,1004.0,29.65,0.0,0.0,93,33,24.7,76.4,22.2,72.0,24.7,76.4,21.0,69.9,0,0,0,0,10.0,6.0,2.6,4.1,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701475200,2023-12-01 21:00,21.0,69.8,0,2.2,3.6,297,WNW,1005.0,29.68,0.0,0.0,88,50,22.1,71.7,22.1,71.7,24.6,76.2,21.0,69.7,0,0,0,0,9.0,5.0,4.8,7.7,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701478800,2023-12-01 22:00,21.8,71.2,0,2.7,4.3,221,SW,1005.0,29.67,0.0,0.0,94,33,21.8,71.2,21.8,71.2,24.4,75.9,20.8,69.4,0,0,0,0,2.0,1.0,4.5,7.3,1.0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701482400,2023-12-01 23:00,21.7,71.0,0,2.7,4.3,252,WSW,1006.0,29.72,0.0,0.0,94,19,21.7,71.0,21.7,71.0,24.4,75.8,20.6,69.2,0,0,0,0,10.0,6.0,4.6,7.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701486000,2023-12-02 00:00,21.4,70.5,0,3.1,5.0,202,SSW,1005.0,29.69,0.0,0.0,94,16,21.4,70.5,21.4,70.5,24.2,75.6,20.4,68.7,0,0,0,0,2.0,1.0,5.5,8.8,1.0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701489600,2023-12-02 01:00,21.1,70.0,0,4.3,6.8,204,SSW,1005.0,29.68,0.0,0.0,94,8,21.1,70.0,21.1,70.0,24.1,75.5,20.1,68.1,0,0,0,0,10.0,6.0,7.6,12.2,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701493200,2023-12-02 02:00,20.8,69.4,0,2.2,3.6,151,SSE,1005.0,29.68,0.0,0.0,93,6,20.8,69.4,20.8,69.4,20.8,69.4,19.6,67.4,0,0,0,0,10.0,6.0,4.0,6.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701496800,2023-12-02 03:00,20.5,69.0,0,2.7,4.3,158,SSE,1005.0,29.68,0.0,0.0,93,11,20.5,69.0,20.5,69.0,20.5,69.0,19.4,66.8,0,0,0,0,10.0,6.0,4.7,7.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701500400,2023-12-02 04:00,20.2,68.4,0,4.3,6.8,207,SSW,1005.0,29.68,0.0,0.0,93,9,20.2,68.4,20.2,68.4,20.2,68.4,19.0,66.2,0,0,0,0,10.0,6.0,7.6,12.2,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701504000,2023-12-02 05:00,19.9,67.8,0,5.6,9.0,192,SSW,1005.0,29.69,0.0,0.0,92,5,19.9,67.8,19.9,67.8,19.9,67.8,18.6,65.5,0,0,0,0,10.0,6.0,10.2,16.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701507600,2023-12-02 06:00,19.7,67.5,1,5.8,9.4,177,S,1006.0,29.71,0.0,0.0,92,2,19.7,67.5,19.7,67.5,19.7,67.5,18.3,65.0,0,0,0,0,10.0,6.0,10.8,17.4,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701511200,2023-12-02 07:00,20.5,68.9,1,4.9,7.9,142,SE,1007.0,29.75,0.0,0.0,89,5,20.5,68.9,20.5,68.9,20.5,68.9,18.6,65.5,0,0,0,0,10.0,6.0,7.8,12.5,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701514800,2023-12-02 08:00,21.4,70.4,1,5.1,8.3,109,ESE,1008.0,29.77,0.0,0.0,85,8,21.4,70.4,21.4,70.4,24.3,75.7,18.6,65.6,0,0,0,0,10.0,6.0,7.0,11.3,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701518400,2023-12-02 09:00,22.3,72.2,1,4.9,7.9,105,ESE,1009.0,29.78,0.0,0.0,78,0,24.7,76.4,22.3,72.2,24.7,76.4,18.4,65.0,0,0,0,0,10.0,6.0,6.3,10.2,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701522000,2023-12-02 10:00,23.5,74.3,1,5.8,9.4,97,E,1009.0,29.78,0.0,0.0,71,0,25.3,77.6,23.5,74.3,25.3,77.6,18.0,64.3,0,0,0,0,10.0,6.0,7.1,11.5,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701525600,2023-12-02 11:00,24.0,75.1,1,6.3,10.1,68,ENE,1009.0,29.79,0.0,0.0,68,0,25.6,78.1,24.0,75.1,25.6,78.1,17.7,63.9,0,0,0,0,10.0,6.0,7.7,12.4,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701529200,2023-12-02 12:00,24.6,76.2,1,4.7,7.6,72,ENE,1009.0,29.78,0.0,0.0,64,0,26.0,78.8,24.6,76.2,26.0,78.8,17.4,63.3,0,0,0,0,10.0,6.0,6.0,9.6,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701532800,2023-12-02 13:00,25.2,77.3,1,4.7,7.6,83,E,1008.0,29.78,0.0,0.0,61,0,26.4,79.5,25.2,77.3,26.4,79.5,17.1,62.9,0,0,0,0,10.0,6.0,6.3,10.2,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701536400,2023-12-02 14:00,25.7,78.2,1,4.5,7.2,92,E,1008.0,29.77,0.0,0.0,58,0,26.8,80.2,25.7,78.2,26.8,80.2,16.8,62.2,0,0,0,0,10.0,6.0,6.5,10.4,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701540000,2023-12-02 15:00,26.2,79.1,1,4.9,7.9,89,E,1008.0,29.76,0.0,0.0,55,0,27.0,80.7,26.2,79.1,27.0,80.7,16.3,61.3,0,0,0,0,10.0,6.0,7.5,12.1,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701543600,2023-12-02 16:00,26.5,79.8,1,5.4,8.6,102,ESE,1007.0,29.74,0.0,0.0,52,0,27.3,81.1,26.5,79.8,27.3,81.1,15.9,60.5,0,0,0,0,10.0,6.0,8.5,13.6,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701547200,2023-12-02 17:00,26.6,79.9,1,5.4,8.6,103,ESE,1007.0,29.74,0.0,0.0,51,0,27.3,81.2,26.6,80.0,27.3,81.2,15.8,60.4,0,0,0,0,10.0,6.0,8.9,14.4,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701550800,2023-12-02 18:00,26.2,79.2,1,5.6,9.0,98,E,1007.0,29.74,0.0,0.0,55,0,27.1,80.8,26.2,79.2,27.1,80.8,16.4,61.5,0,0,0,0,10.0,6.0,10.1,16.3,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701554400,2023-12-02 19:00,25.1,77.1,1,7.2,11.5,96,E,1007.0,29.74,0.0,0.0,60,2,26.3,79.3,25.1,77.1,26.3,79.3,16.9,62.3,0,0,0,0,10.0,6.0,14.9,23.9,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701558000,2023-12-02 20:00,23.9,75.0,0,8.9,14.4,97,E,1008.0,29.75,0.0,0.0,65,4,25.5,77.9,23.9,75.0,25.5,77.9,16.8,62.3,0,0,0,0,10.0,6.0,18.3,29.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701561600,2023-12-02 21:00,23.6,74.4,0,10.5,16.9,91,E,1009.0,29.78,0.0,0.0,70,8,25.4,77.6,23.6,74.4,25.4,77.6,17.8,64.0,0,0,0,0,10.0,6.0,18.6,30.0,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701565200,2023-12-02 22:00,23.2,73.8,0,12.5,20.2,109,ESE,1010.0,29.82,0.0,0.0,74,25,25.2,77.3,23.2,73.8,25.2,77.3,18.3,64.9,0,0,0,0,10.0,6.0,20.2,32.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701568800,2023-12-02 23:00,20.4,68.6,0,23.5,37.8,151,SSE,1012.0,29.89,0.0,0.0,67,16,20.4,68.6,20.4,68.6,20.4,68.6,14.0,57.1,0,0,0,0,10.0,6.0,29.8,47.9,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701572400,2023-12-03 00:00,18.2,64.7,0,21.7,34.9,148,SSE,1014.0,29.94,0.0,0.0,66,11,18.2,64.7,18.2,64.7,18.2,64.7,11.9,53.3,0,0,0,0,10.0,6.0,27.1,43.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701576000,2023-12-03 01:00,17.0,62.5,0,21.7,34.9,148,SSE,1014.0,29.94,0.0,0.0,73,25,17.0,62.5,17.0,62.5,17.0,62.5,12.1,53.8,0,0,0,0,10.0,6.0,26.4,42.4,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701579600,2023-12-03 02:00,16.4,61.5,0,20.6,33.1,139,SE,1014.0,29.96,0.0,0.0,73,30,16.4,61.5,16.4,61.5,16.4,61.5,11.5,52.8,0,0,0,0,10.0,6.0,25.7,41.4,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701583200,2023-12-03 03:00,16.2,61.2,0,19.5,31.3,144,SE,1015.0,29.98,0.0,0.0,70,28,16.2,61.2,16.2,61.2,16.2,61.2,10.8,51.5,0,0,0,0,10.0,6.0,24.8,39.9,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701586800,2023-12-03 04:00,15.7,60.2,0,20.6,33.1,153,SSE,1016.0,29.99,0.01,0.0,69,72,15.7,60.2,15.7,60.2,15.7,60.2,10.0,49.9,1,85,0,0,10.0,6.0,26.2,42.1,1.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,1063,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701590400,2023-12-03 05:00,15.3,59.5,0,19.5,31.3,147,SSE,1016.0,30.0,0.0,0.0,66,26,15.3,59.5,15.3,59.5,15.3,59.5,9.1,48.4,0,0,0,0,10.0,6.0,25.2,40.5,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701594000,2023-12-03 06:00,15.2,59.4,1,19.5,31.3,143,SE,1017.0,30.03,0.0,0.0,65,53,15.2,59.4,15.2,59.4,15.2,59.4,8.7,47.7,0,0,0,0,10.0,6.0,25.0,40.2,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701597600,2023-12-03 07:00,15.3,59.5,1,18.6,29.9,135,SE,1017.0,30.03,0.0,0.0,67,97,15.3,59.5,15.3,59.5,15.3,59.5,9.3,48.7,0,0,0,0,10.0,6.0,23.2,37.3,4.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701601200,2023-12-03 08:00,15.3,59.5,1,17.0,27.4,132,SE,1017.0,30.05,0.06,0.0,73,100,15.3,59.6,15.3,59.6,15.3,59.6,10.4,50.8,1,86,0,0,10.0,6.0,21.4,34.5,4.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701604800,2023-12-03 09:00,15.4,59.8,1,15.2,24.5,129,SE,1017.0,30.04,0.0,0.0,76,35,15.4,59.8,15.4,59.8,15.4,59.8,11.3,52.3,0,0,0,0,10.0,6.0,19.3,31.0,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701608400,2023-12-03 10:00,16.0,60.9,1,15.2,24.5,133,SE,1018.0,30.06,0.0,0.0,75,28,16.0,60.9,16.0,60.9,16.0,60.9,11.7,53.1,0,0,0,0,10.0,6.0,19.2,30.9,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701612000,2023-12-03 11:00,16.4,61.6,1,14.5,23.4,137,SE,1018.0,30.08,0.01,0.0,72,84,16.4,61.6,16.4,61.6,16.4,61.6,11.3,52.4,1,76,0,0,10.0,6.0,18.5,29.7,4.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701615600,2023-12-03 12:00,16.7,62.1,1,15.2,24.5,137,SE,1019.0,30.08,0.0,0.0,66,15,16.7,62.1,16.7,62.1,16.7,62.1,10.3,50.6,0,0,0,0,10.0,6.0,19.7,31.7,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701619200,2023-12-03 13:00,17.1,62.8,1,15.7,25.2,139,SE,1019.0,30.08,0.0,0.0,59,24,17.1,62.7,17.1,62.7,17.1,62.7,9.1,48.3,0,0,0,0,10.0,6.0,20.9,33.7,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701622800,2023-12-03 14:00,17.8,64.0,1,15.7,25.2,134,SE,1018.0,30.08,0.0,0.0,54,24,17.8,64.0,17.8,64.0,17.8,64.0,8.3,46.9,0,0,0,0,10.0,6.0,20.8,33.6,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701626400,2023-12-03 15:00,18.1,64.7,1,15.2,24.5,135,SE,1019.0,30.09,0.0,0.0,50,17,18.2,64.7,18.2,64.7,18.2,64.7,7.7,45.8,0,0,0,0,10.0,6.0,20.8,33.5,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701630000,2023-12-03 16:00,17.9,64.3,1,14.8,23.8,133,SE,1019.0,30.09,0.0,0.0,48,47,18.0,64.3,18.0,64.3,18.0,64.3,6.9,44.4,0,0,0,0,10.0,6.0,20.9,33.7,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701633600,2023-12-03 17:00,18.1,64.5,1,13.2,21.2,134,SE,1020.0,30.11,0.0,0.0,47,51,18.1,64.5,18.1,64.5,18.1,64.5,6.6,43.9,0,0,0,0,10.0,6.0,18.5,29.7,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701637200,2023-12-03 18:00,18.0,64.4,1,15.9,25.6,124,SE,1019.0,30.09,0.0,0.0,47,22,18.0,64.4,18.0,64.4,18.0,64.4,6.5,43.6,0,0,0,0,10.0,6.0,22.8,36.7,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701640800,2023-12-03 19:00,18.2,64.8,1,16.6,26.6,121,ESE,1019.0,30.1,0.0,0.0,44,46,18.2,64.8,18.2,64.8,18.2,64.8,5.8,42.5,0,0,0,0,10.0,6.0,24.2,38.9,5.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701644400,2023-12-03 20:00,18.2,64.7,0,15.9,25.6,119,ESE,1020.0,30.13,0.0,0.0,44,45,18.2,64.7,18.2,64.7,18.2,64.7,5.7,42.2,0,0,0,0,10.0,6.0,23.7,38.2,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701648000,2023-12-03 21:00,18.0,64.4,0,15.7,25.2,113,ESE,1021.0,30.15,0.0,0.0,45,44,18.0,64.4,18.0,64.4,18.0,64.4,6.0,42.8,0,0,0,0,10.0,6.0,24.0,38.6,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701651600,2023-12-03 22:00,17.8,64.0,0,15.2,24.5,107,ESE,1022.0,30.18,0.0,0.0,48,8,17.8,64.0,17.8,64.0,17.8,64.0,6.6,43.8,0,0,0,0,10.0,6.0,23.8,38.3,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701655200,2023-12-03 23:00,17.5,63.5,0,16.3,26.3,105,ESE,1022.0,30.19,0.0,0.0,50,19,17.5,63.5,17.5,63.5,17.5,63.5,6.9,44.5,0,0,0,0,10.0,6.0,25.8,41.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Quilmes,Buenos Aires,Argentina,-34.6,-58.38,America/Argentina/Buenos_Aires,1701478818,2023-12-01 22:00
1701406800,2023-12-01 00:00,8.9,48.0,0,4.9,7.9,97,E,1019.0,30.08,0.0,0.0,93,31,7.7,45.9,7.7,45.9,8.9,48.0,7.7,45.9,0,0,0,0,10.0,6.0,9.5,15.3,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701410400,2023-12-01 01:00,8.4,47.2,0,4.9,7.9,91,E,1018.0,30.06,0.0,0.0,92,27,7.2,44.9,7.2,44.9,8.4,47.2,7.2,45.0,0,0,0,0,10.0,6.0,9.9,15.9,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701414000,2023-12-01 02:00,7.9,46.2,0,4.9,7.9,88,E,1018.0,30.05,0.0,0.0,92,26,6.5,43.7,6.5,43.7,7.9,46.2,6.7,44.1,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701417600,2023-12-01 03:00,7.4,45.3,0,4.9,7.9,86,E,1018.0,30.05,0.0,0.0,92,22,5.9,42.7,5.9,42.7,7.4,45.3,6.1,43.0,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701421200,2023-12-01 04:00,7.0,44.6,0,4.9,7.9,90,E,1018.0,30.07,0.0,0.0,91,48,5.5,41.9,5.5,41.9,7.0,44.6,5.6,42.0,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701424800,2023-12-01 05:00,6.6,43.9,0,4.9,7.9,88,E,1019.0,30.09,0.0,0.0,89,36,5.0,41.0,5.0,41.0,6.6,43.9,5.0,41.0,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701428400,2023-12-01 06:00,6.2,43.2,1,5.1,8.3,87,E,1020.0,30.11,0.0,0.0,88,23,4.5,40.1,4.5,40.1,6.2,43.2,4.3,39.8,0,0,0,0,10.0,6.0,10.8,17.4,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701432000,2023-12-01 07:00,10.0,50.0,1,4.3,6.8,89,E,1019.0,30.1,0.0,0.0,83,16,9.2,48.6,9.2,48.6,10.0,50.0,7.3,45.1,0,0,0,0,10.0,6.0,6.8,10.9,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701435600,2023-12-01 08:00,13.3,56.0,1,3.6,5.8,99,E,1019.0,30.08,0.0,0.0,68,7,13.4,56.0,13.4,56.0,13.3,56.0,7.5,45.5,0,0,0,0,10.0,6.0,4.1,6.6,4.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701439200,2023-12-01 09:00,16.3,61.4,1,3.1,5.0,114,ESE,1018.0,30.05,0.0,0.0,51,3,16.4,61.4,16.4,61.4,16.4,61.4,6.3,43.3,0,0,0,0,10.0,6.0,3.6,5.8,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
1701442800,2023-12-01 10:00,18.7,65.6,1,3.4,5.4,133,SE,1016.0,30.01,0.0,0.0,38,1,18.7,65.6,18.7,65.6,18.7,65.6,4.0,39.2,0,0,0,0,10.0,6.0,3.9,6.2,5.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Cota,Cundinamarca,Colombia,4.71,-74.07,America/Bogota,1701478819,2023-12-01 20:00
